Class.Particle.ID,Class,Area..ABD.,Area..Filled.,Aspect.Ratio,Calibration.Factor,Calibration.Image,Camera,Capture.X,Capture.Y,Circle.Fit,Circularity,Circularity..Hu.,Compactness,Convex.Perimeter,Convexity,Date,Diameter..ABD.,Diameter..ESD.,Diameter..FD.,Edge.Gradient,Elapsed.Time,Elongation,Feret.Angle.Max,Feret.Angle.Min,Fiber.Curl,Fiber.Straightness,Filter.Score,Geodesic.Aspect.Ratio,Geodesic.Length,Geodesic.Thickness,Image.File,Image.Height,Image.Width,Image.X,Image.Y,Intensity,Length,Original.Reference.ID,Particles.Per.Chain,Perimeter,Roughness,Sigma.Intensity,Source.Image,Sphere.Complement,Sphere.Count,Sphere.Unknown,Sphere.Volume,Sum.Intensity,Symmetry,Time,Timestamp,Transparency,Volume..ABD.,Volume..ESD.,Width,Particle.ID,source_file,Biovolume..Cylinder.,Biovolume..P..Spheroid.,Biovolume..Sphere.,tifffile,csvfile,year,sam,month,day,rep,repnum,key,loc,site,doy,gdd2,watert,lat0,lat1,lon0,lon1,avgdepth,trawltime,effspeed,mindepth,maxdepth,xangle,precip,xwaveht,wind,cloud_pc,distshore,fr,volbest,whitefishden,unknwcoregonine,ciscoden,exposure,smeltden,yperchden,burbotden,otherfishden
110,Cyclopoid_1,87521.8906,87521.8906,0.5481,9.47,1,1,857,65,0.454,0.5416,0.8102,1.8462,1318.6113,0.8993,2019-01-15,333.8208,400.634,333.8208,158.4236,13.563,3.5157,-45,60,0.212,0.8251,0,0.2844,625.5174,177.9231,20180522_Simcoe_154_2mm_rep2_000004.tif,58,55,1087,1583,95.6777,516.115,ADD8C35C-5D18-43E2-82C9-753AA8A0AE3C,1,1606.881,1.2186,70.6818,120,0,0,0,0,118736,0.6213,4:11:11,2019-01-15T04:11:11.488,0.1668,19477750,33669920,288.835,1228,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
964,Calanoid_1,146431.0067,146431.0067,0.8123,9.47,1,1,483,67,0.0019,0.1584,0.4843,6.3123,2603.4507,0.4468,2019-01-15,431.789,809.1585,431.789,169.4629,13.563,17.7743,55,-35,0.6491,0.6064,0,0.0563,1772.5151,99.7233,20180522_Simcoe_154_2mm_rep2_000004.tif,114,81,0,1667,126.2258,1074.845,2ACCA429-3E17-44FE-8F74-A323DA347543,1,3744.4768,1.4383,68.9105,120,0,0,0,0,248791,0.2842,4:11:11,2019-01-15T04:11:11.488,0.4664,42151530,277395500,601.345,1229,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
815,Cyclopoid_1,176513.5147,176513.5147,0.4929,9.47,1,1,204,27,0.241,0.3633,0.7247,2.7528,1952.0625,0.8191,2019-01-15,474.0717,601.8715,474.0717,87.2899,13.672,6.4943,50,-45,0.4936,0.6695,0,0.154,1166.9131,179.6826,20180522_Simcoe_154_2mm_rep2_000004.tif,77,80,614,1667,91.6501,781.275,85882968-4EE2-48AF-AD7D-6216B4E49AFC,1,2693.1913,1.3797,60.0836,121,0,0,0,0,214278,0.5197,4:11:11,2019-01-15T04:11:11.602,0.2123,55786710,114159000,421.415,1241,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
614,Cyclopoid_1,65435.3997,65435.3997,0.3383,9.47,1,1,968,177,0.0436,0.401,0.5396,2.4938,1461.7504,0.8542,2019-01-15,288.6433,445.6165,288.6433,198.5526,13.672,5.6578,-90,0,0.0924,0.9154,0,0.1767,698.2864,123.4212,20180522_Simcoe_154_2mm_rep2_000004.tif,82,35,696,1667,103.0166,639.225,64203025-6329-4CB8-B45E-1A19EEAB3941,1,1643.4153,1.1243,63.0676,121,0,0,0,0,98999,0.5119,4:11:11,2019-01-15T04:11:11.602,0.3523,12591660,46332160,194.135,1242,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
227,Cyclopoid_1,60446.9155,60446.9155,0.4154,9.47,1,1,243,843,0.216,0.4021,0.5809,2.4872,1308.4358,0.8045,2019-01-15,277.4228,398.0033,277.4228,228.0559,13.672,5.6363,-90,0,0.2585,0.7946,0,0.1774,673.3546,119.4672,20180522_Simcoe_154_2mm_rep2_000004.tif,71,38,50,1783,105.0491,535.055,860C129B-123F-483E-82B5-CE6E57E9B9C1,1,1585.6435,1.2119,59.3642,121,0,0,0,0,94229,0.3863,4:11:11,2019-01-15T04:11:11.602,0.303,11179570,33010990,222.545,1253,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
1035,Cyclopoid_1,308442.5704,308442.5704,0.3066,9.47,1,1,839,912,0,0.3118,0.5114,3.2068,2940.0808,0.7978,2019-01-15,626.6748,916.2225,626.6748,195.1304,13.672,7.9487,0,-90,0.3129,0.7617,0,0.1258,1672.2775,210.3826,20180522_Simcoe_154_2mm_rep2_000004.tif,61,149,90,1783,79.1695,1273.715,26FAAF82-2939-496B-B3E8-64D50209D454,1,3765.3203,1.2807,67.3362,121,0,0,0,0,310582,0.5589,4:11:11,2019-01-15T04:11:11.602,0.316,128862100,402718400,440.355,1254,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
84,Calanoid_1,68174.0447,68252.3959,0.4952,9.47,1,1,555,1106,0.2585,0.3791,0.6793,2.6375,1338.2824,0.7681,2019-01-15,294.6216,405.6314,294.7909,183.2642,13.672,6.1227,65,-10,0.3828,0.7232,0,0.1633,739.8919,120.8445,20180522_Simcoe_154_2mm_rep2_000004.tif,65,46,241,1783,109.8153,535.055,E37EA858-530A-421C-A67B-F9A7D088981B,1,1721.4727,1.2863,62.2703,121,0,0,0,0,109376,0.2574,4:11:11,2019-01-15T04:11:11.602,0.2737,13390360,34945650,250.955,1255,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
124,Calanoid_1,70056.024,70056.024,0.4442,9.47,1,1,947,1266,0.0792,0.278,0.5986,3.5966,1368.7616,0.7684,2019-01-15,298.6605,416.1535,298.6605,214.2165,13.672,9.1904,-75,0,0.6838,0.5939,0,0.1088,916.889,99.7662,20180522_Simcoe_154_2mm_rep2_000004.tif,70,39,289,1783,104.5265,544.525,ACF04B6D-DF83-4CCE-9E1F-E936F9F5BA29,1,2033.3103,1.4855,59.2522,121,0,0,0,0,106617,0.2021,4:11:11,2019-01-15T04:11:11.602,0.2823,13948650,37736290,232.015,1256,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
772,Calanoid_1,142026.2778,142026.2778,0.4924,9.47,1,1,594,275,0,0.2045,0.5975,4.8901,2045.9537,0.6553,2019-01-15,425.2452,631.596,425.2452,193.7432,13.781,13.2873,25,-75,0.8887,0.5295,0,0.0753,1511.4004,113.7477,20180522_Simcoe_154_2mm_rep2_000004.tif,66,93,431,1783,100.4126,800.215,E882CB7E-0511-4144-BF45-1006A30F7F28,1,3250.2962,1.5886,60.8103,122,0,0,0,0,192491,0.0446,4:11:11,2019-01-15T04:11:11.712,0.3267,40263990,131921800,411.945,1259,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
517,Calanoid_1,122447.9049,122447.9049,0.5256,9.47,1,1,822,499,0.1637,0.3333,0.7025,3.0004,1714.6126,0.8152,2019-01-15,394.8487,525.585,394.8487,198.3226,13.781,7.2888,-90,10,0.5903,0.6288,0,0.1372,1046.6812,143.6017,20180522_Simcoe_154_2mm_rep2_000004.tif,84,52,569,1783,119.7584,658.165,AB9C53DA-1016-46A3-A48F-D92D1E562FE0,1,2380.5658,1.3884,55.7913,122,0,0,0,0,200715,0.2908,4:11:11,2019-01-15T04:11:11.712,0.2487,32232270,76019940,307.775,1261,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
833,Cyclopoid_1,138686.0827,138686.0827,0.4014,9.47,1,1,349,1648,0.0634,0.3252,0.6162,3.0749,1889.2091,0.8598,2019-01-15,420.215,581.6161,420.215,220.7531,13.781,7.5272,-90,10,0.4063,0.7111,0,0.1329,1125.3369,149.5031,20180522_Simcoe_154_2mm_rep2_000004.tif,99,48,860,1783,86.6588,800.215,EDAC0E42-7DDD-4011-9B36-538B8B0D970E,1,2549.6801,1.3496,66.3285,122,0,0,0,0,162572,0.3848,4:11:11,2019-01-15T04:11:11.712,0.2775,38851980,103016800,288.835,1267,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
880,Cyclopoid_1,117111.3428,117111.3428,0.442,9.47,1,1,860,764,0,0.2419,0.5472,4.1345,2018.8894,0.6704,2019-01-15,386.1487,622.126,386.1487,214.0909,13.891,10.8971,-80,30,0.4967,0.6682,0,0.0918,1254.3497,115.1085,20180522_Simcoe_154_2mm_rep2_000005.tif,100,65,0,0,93.741,838.095,8895EF9C-117B-44B8-B9C6-D16302AD306B,1,2738.9162,1.3566,63.8033,123,0,0,0,0,150923,0.1281,4:11:11,2019-01-15T04:11:11.824,0.3793,30148260,126076300,317.245,1274,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
12,Cyclopoid_1,55794.9551,55794.9551,0.3713,9.47,1,1,524,143,0.1952,0.456,0.5793,2.1932,1241.1666,0.8928,2019-01-15,266.5339,375.906,266.5339,220.9394,14.016,4.6763,-80,5,0.1694,0.8551,0,0.2138,592.4666,126.6956,20180522_Simcoe_154_2mm_rep2_000005.tif,66,38,611,0,98.632,506.645,0EEF1A38-8113-4899-85F6-7DC7BD052E80,1,1438.3244,1.1588,62.4246,124,0,0,0,0,82555,0.5082,4:11:11,2019-01-15T04:11:11.937,0.291,9914166,27812260,213.075,1285,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
196,Calanoid_1,98853.965,99254.3271,0.6334,9.47,1,1,215,1433,0.1441,0.3017,0.7007,3.3148,1595.5065,0.7566,2019-01-15,354.7743,488.7571,355.492,205.3922,14.016,8.2931,-90,-5,0.8032,0.5546,0,0.1206,1016.0201,122.5144,20180522_Simcoe_154_2mm_rep2_000005.tif,74,58,1133,0,111.919,563.465,F6AFC375-807A-4081-8CF8-6BD11EEF162C,1,2277.0691,1.4272,59.2355,124,0,0,0,0,154784,0.0959,4:11:11,2019-01-15T04:11:11.937,0.2741,23380560,61133310,402.475,1296,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
125,Calanoid_1,70369.9977,70369.9977,0.4116,9.47,1,1,696,1512,0.0837,0.3169,0.5484,3.156,1449.2301,0.7362,2019-01-15,299.329,441.1439,299.329,208.0982,14.016,7.7864,-80,10,0.5529,0.6439,0,0.1284,845.6056,108.6006,20180522_Simcoe_154_2mm_rep2_000005.tif,71,50,0,196,116.2412,544.525,7F933818-710B-44C5-BB2E-8391D92F6B1B,1,1908.4124,1.3168,56.8178,124,0,0,0,0,119031,0.186,4:11:11,2019-01-15T04:11:11.937,0.3215,14042520,44951000,279.365,1297,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
923,Cyclopoid_1,119859.0204,119859.0204,0.3689,9.47,1,1,568,182,0.002,0.2391,0.5495,4.1824,1976.2782,0.7486,2019-01-15,390.6523,609.4996,390.6523,227.8148,14.125,11.049,-60,45,0.4415,0.6937,0,0.0905,1276.3301,115.5151,20180522_Simcoe_154_2mm_rep2_000005.tif,88,74,306,196,88.938,885.445,91373633-CC6C-4DF1-A6AA-8AD4DDC172F7,1,2783.6904,1.4086,66.4223,125,0,0,0,0,146214,0.3582,4:11:12,2019-01-15T04:11:12.049,0.3591,31215470,118554700,288.835,1304,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
803,Cyclopoid_1,126660.5016,126660.5016,0.4278,9.47,1,1,417,311,0.1434,0.2532,0.5859,3.9491,1919.6855,0.6766,2019-01-15,401.5833,591.6117,401.5833,222.4422,14.125,10.3094,-85,15,0.6377,0.6106,0,0.097,1263.9721,122.6044,20180522_Simcoe_154_2mm_rep2_000005.tif,95,60,420,196,91.2321,771.805,E0794D7A-CDBF-4477-B60F-DA1C0FAC8EE0,1,2773.1531,1.4446,66.1893,125,0,0,0,0,157649,0.4192,4:11:12,2019-01-15T04:11:12.049,0.3212,33909830,108419900,402.475,1306,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
172,Cyclopoid_1,73829.3616,73829.3616,0.4172,9.47,1,1,559,858,0.287,0.5928,0.6743,1.687,1273.0246,0.9674,2019-01-15,306.5982,384.8504,306.5982,171.7939,14.125,2.9622,-90,10,0.0134,0.9867,0,0.3376,532.6494,179.8166,20180522_Simcoe_154_2mm_rep2_000005.tif,70,40,646,196,109.8979,525.585,578C397A-8067-4BB0-9DD3-6B66F5A7D572,1,1424.932,1.1193,61.0259,125,0,0,0,0,117371,0.6333,4:11:12,2019-01-15T04:11:12.049,0.2033,15090630,29845190,232.015,1311,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
13,Cyclopoid_1,50862.2879,50862.2879,0.3586,9.47,1,1,839,1355,0.2263,0.4087,0.581,2.4468,1188.2255,0.8809,2019-01-15,254.4796,359.0711,254.4796,231.6905,14.125,5.5051,-55,40,0.2193,0.8201,0,0.1817,617.7614,112.217,20180522_Simcoe_154_2mm_rep2_000005.tif,57,49,821,196,95.9211,506.645,FB9208A7-E120-4ACC-B3D2-CA8ED7EF5A07,1,1459.9568,1.2287,59.0604,125,0,0,0,0,74147,0.5718,4:11:12,2019-01-15T04:11:12.049,0.2913,8628944,24240420,165.725,1314,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
730,Calanoid_1,159434.2216,159434.2216,0.5737,9.47,1,1,197,77,0.1085,0.2376,0.6589,4.2079,2033.8094,0.7285,2019-01-15,450.5529,627.914,450.5529,142.258,14.234,11.1297,-50,30,0.8892,0.5293,0,0.0898,1458.0822,131.0079,20180522_Simcoe_154_2mm_rep2_000005.tif,80,82,968,196,104.9958,771.805,BFE74EE6-38DA-486D-9B39-63385BCE3B7F,1,3178.1803,1.5627,55.4742,126,0,0,0,0,223641,0.1341,4:11:12,2019-01-15T04:11:12.161,0.2825,47889040,129628100,497.175,1317,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
111,Cyclopoid_1,62236.6587,62236.6587,0.4581,9.47,1,1,76,778,0.197,0.3369,0.6288,2.968,1302.8362,0.7622,2019-01-15,281.4999,395.1092,281.4999,219.0129,14.234,7.185,-60,35,0.4918,0.6703,0,0.1392,769.9406,107.1595,20180522_Simcoe_154_2mm_rep2_000005.tif,59,54,251,293,113.2978,516.115,253590DE-E9D3-415C-AD16-5698C7BC191D,1,1754.2001,1.3464,58.2773,126,0,0,0,0,104234,0.4408,4:11:12,2019-01-15T04:11:12.161,0.2875,11679740,32296110,241.485,1326,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
765,Cyclopoid_1,91264.1614,91264.1614,0.3192,9.47,1,1,511,94,0.0168,0.3749,0.5032,2.6674,1662.4149,0.8149,2019-01-15,340.8829,509.8014,340.8829,218.8,14.344,6.2191,-85,15,0.1548,0.8659,0,0.1608,847.5626,136.2837,20180522_Simcoe_154_2mm_rep2_000005.tif,91,41,658,293,90.2811,733.925,249EC9C1-77E3-4031-948C-4E1B87876E62,1,1967.6927,1.1836,65.8572,127,0,0,0,0,116282,0.3513,4:11:12,2019-01-15T04:11:12.273,0.3313,20740260,69374770,232.015,1335,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
228,Cyclopoid_1,64576.1829,64576.1829,0.4096,9.47,1,1,345,321,0.2101,0.4783,0.6418,2.0907,1292.0982,0.9078,2019-01-15,286.742,392.4785,286.742,221.3901,14.344,4.3375,-85,5,0.1361,0.8802,0,0.2305,607.8988,140.1497,20180522_Simcoe_154_2mm_rep2_000005.tif,70,38,748,293,87.9126,535.055,9AC26ED4-DE46-45F5-B976-3889B6D3D940,1,1496.0971,1.1579,65.9158,127,0,0,0,0,83517,0.5244,4:11:12,2019-01-15T04:11:12.273,0.2694,12344470,31655280,203.605,1337,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
518,Calanoid_1,109209.8433,109209.8433,0.5134,9.47,1,1,429,985,0.1167,0.3285,0.6594,3.044,1721.3288,0.7397,2019-01-15,372.8945,527.6892,372.8945,193.4416,14.344,7.4283,55,-45,0.5249,0.6558,0,0.1346,1003.6236,135.1079,20180522_Simcoe_154_2mm_rep2_000005.tif,77,71,876,293,118.6693,658.165,73147196-9337-43E8-9ACE-FB96C55A0C8F,1,2277.463,1.3231,58.066,127,0,0,0,0,179428,0.2359,4:11:12,2019-01-15T04:11:12.273,0.2933,27149160,76936660,307.775,1340,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
274,Cyclopoid_1,75720.5091,75720.5091,0.467,9.47,1,1,511,1058,0.3219,0.3731,0.6785,2.6803,1434.6681,0.7285,2019-01-15,310.5002,437.461,310.5002,194.0947,14.344,6.2607,5,-80,0.438,0.6954,0,0.1597,783.0168,125.0695,20180522_Simcoe_154_2mm_rep2_000005.tif,51,71,1002,293,101.2527,544.525,F191A6A3-DEB7-4C4E-9927-35305D8C99F1,1,1816.1727,1.2659,62.7403,127,0,0,0,0,110568,0.5373,4:11:12,2019-01-15T04:11:12.273,0.2902,15674150,43834550,336.185,1342,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
434,Calanoid_1,85137.9009,85137.9009,0.6093,9.47,1,1,309,1221,0.252,0.2573,0.6629,3.8859,1643.6776,0.6349,2019-01-15,329.243,504.5408,329.243,213.665,14.344,10.1091,-20,30,0.6638,0.601,0,0.0989,1047.8022,103.6489,20180522_Simcoe_154_2mm_rep2_000005.tif,63,76,1075,293,100.2841,629.755,20BEF0D2-3934-4D8B-BDD0-5A9D33C56286,1,2302.9023,1.4011,62.7217,127,0,0,0,0,121444,0.2248,4:11:12,2019-01-15T04:11:12.273,0.3474,18687370,67249240,411.945,1343,20180522_SIMC_154_2mm_rep2_KG_data.csv,,,,20180522_Simcoe_154_2mm_rep2_000001.tif,20180522_SIMC_154_2mm_rep2_KG_data.csv,2018,154,5,22,rep2,2,2018.SIMC.154.2.NA,LSIMC,R061,142,206.721113,13.3,44.44359564,44.44304853,-79.20378679,-79.2027731,4.5,1.65,3.4,4.4,4.6,150,40,1,150-05,100,707.7709707,Random,12.69640923,0,0,0,368771.5336,,0,0,0
